지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),현지기압(hPa),현지기압 QC플래그,해면기압(hPa),해면기압 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
283,경주시,2018-02-13 17:00,6.5,0,,9,4.3,0,230,0,19,0,1.8,-15.5,1016.6,0,1021.3,0,1,0,.51,0,,,,,,,2928,,,3.2,0,.8,.2,-.2,.6
283,경주시,2018-02-13 18:00,4.3,0,,9,1.6,0,200,0,23,0,1.9,-15,1016.8,0,1021.5,0,.5,0,.12,0,,,,,,,3045,,,-2,0,.1,0,-.2,.7
283,경주시,2018-02-13 19:00,2,0,,9,2.5,0,230,0,34,0,2.4,-12.2,1017.2,0,1021.9,0,0,0,0,0,,,,,,,2494,,,-2.1,0,-.3,-.1,-.3,.6
283,경주시,2018-02-13 20:00,-.9,0,,9,2.5,0,230,0,42,0,2.4,-12.2,1017.4,0,1022.2,0,,9,,9,,,,,,,2248,,,-3,0,-.4,-.1,-.3,.5
283,경주시,2018-02-13 21:00,-.7,0,,9,3.2,0,230,0,44,0,2.6,-11.4,1017.7,0,1022.5,0,,9,,9,,,,,,,2161,,,-3.2,0,-.4,-.1,-.3,.5
283,경주시,2018-02-13 22:00,-1.6,0,,9,2.2,0,200,0,50,0,2.7,-10.6,1018.3,0,1023.1,0,,9,,9,,,,,,,2385,,,-3.9,0,-.4,-.2,-.3,.5
283,경주시,2018-02-13 23:00,-3.3,0,,9,2.5,0,180,0,54,0,2.6,-11.3,1018.3,0,1023.1,0,,9,,9,,,,,,,2208,,,-4.3,0,-.4,-.2,-.4,.6
283,경주시,2018-02-14 00:00,-5.1,0,,9,.8,0,200,0,64,0,2.7,-10.8,1018.1,0,1023,0,,9,,9,,,,,,,1875,,,-4.7,0,-.3,-.1,-.2,.7
283,경주시,2018-02-14 01:00,-6,0,,,.9,0,180,0,68,0,2.7,-10.9,1017.6,0,1022.5,0,,9,,9,,,,,,,1529,,,-5.2,0,-.5,-.2,-.3,.6
283,경주시,2018-02-14 02:00,-6.6,0,,,1,0,160,0,73,0,2.7,-10.6,1017.4,0,1022.3,0,,9,,9,,,,,,,1985,,,-5.6,0,-.5,-.3,-.2,.7
283,경주시,2018-02-14 03:00,-6.8,0,,,1.1,0,140,0,75,0,2.8,-10.4,1016.6,0,1021.5,0,,9,,9,,,,,,,1878,,,-5.5,0,-.5,-.2,-.2,.7
283,경주시,2018-02-14 04:00,-7.7,0,,,.4,0,0,0,79,0,2.7,-10.7,1015.8,0,1020.7,0,,9,,9,,,,,,,1761,,,-5.8,0,-.8,-.2,-.3,.6
283,경주시,2018-02-14 05:00,-7.1,0,,,1.4,0,160,0,80,0,2.9,-9.9,1015.3,0,1020.2,0,,9,,9,,,,,,,1825,,,-5.8,0,-.9,-.3,-.2,.6
283,경주시,2018-02-14 06:00,-6.6,0,,,1.5,0,180,0,77,0,2.9,-9.9,1014.8,0,1019.7,0,,9,,9,,,,,,,1956,,,-5.6,0,-1.1,-.3,-.3,.7
283,경주시,2018-02-14 07:00,-6,0,,,2.8,0,160,0,77,0,3,-9.3,1014.1,0,1019,0,,9,,9,,,,,,,1957,,,-5.3,0,-1.3,-.3,-.3,.6
283,경주시,2018-02-14 08:00,1,0,,,2.9,0,200,0,67,0,4.4,-4.4,1013.5,0,1018.2,0,0,0,.05,0,,,,,,,2029,,,-2.9,0,-1.2,-.4,-.2,.7
283,경주시,2018-02-14 09:00,7.5,0,,,5,0,250,0,53,0,5.5,-1.4,1013.3,0,1017.9,0,.7,0,.3,0,,,,,,,2157,,,2.1,0,-.7,-.2,-.2,.6
283,경주시,2018-02-14 10:00,9,0,,,5.5,0,230,0,45,0,5.2,-2.3,1012.5,0,1017.1,0,1,0,.76,0,,,,,,,2222,,,5.3,0,-.3,-.1,-.2,.7
283,경주시,2018-02-14 11:00,10.8,0,,,3.7,0,250,0,39,0,5,-2.6,1011.4,0,1016,0,1,0,1.04,0,,,,,,,2262,,,11.7,0,-.1,.1,-.2,.7
283,경주시,2018-02-14 12:00,11.2,0,,,5.3,0,270,0,41,0,5.5,-1.5,1011,0,1015.6,0,1,0,1.25,0,,,,,,,2084,,,14,0,.4,.1,-.1,.8
283,경주시,2018-02-14 13:00,12.8,0,,,4.2,0,270,0,37,0,5.5,-1.5,1009.9,0,1014.4,0,1,0,1.35,0,,,,,,,2004,,,15.7,0,1.3,.3,-.1,.8
283,경주시,2018-02-14 14:00,13.6,0,,,7.8,0,270,0,37,0,5.8,-.8,1009.3,0,1013.8,0,1,0,1.24,0,,,,,,,1816,,,16.8,0,2.8,.6,-.1,.8
283,경주시,2018-02-14 15:00,13.9,0,,,8.2,0,270,0,36,0,5.7,-.9,1008.8,0,1013.3,0,1,0,.96,0,,,,,,,1795,,,13.4,0,3.5,.7,-.1,.8
283,경주시,2018-02-14 16:00,14.4,0,,,6.6,0,270,0,36,0,5.9,-.5,1008.8,0,1013.3,0,1,0,.72,0,,,,,,,1893,,,11.8,0,3.7,.9,-.1,.8
283,경주시,2018-02-14 17:00,14.3,0,,,6,0,270,0,36,0,5.9,-.5,1009.2,0,1013.7,0,.5,0,.34,0,,,,,,,1861,,,8.5,0,3.5,1,-.1,.8
283,경주시,2018-02-14 18:00,13.3,0,,,3.1,0,250,0,43,0,6.5,.9,1009.4,0,1013.9,0,0,0,.07,0,,,,,,,1883,,,5.6,0,2.9,.9,-.1,.7
283,경주시,2018-02-14 19:00,13,0,,,5.5,0,270,0,45,0,6.7,1.3,1010,0,1014.5,0,0,0,0,0,,,,,,,1847,,,4.4,0,2.3,.8,-.1,.7
283,경주시,2018-02-14 20:00,12.2,0,,,5.7,0,270,0,48,0,6.8,1.4,1010.2,0,1014.7,0,,9,,9,,,,,,,1726,,,4.4,0,2,.7,-.1,.7
283,경주시,2018-02-14 21:00,9.7,0,,,1,0,320,0,53,0,6.3,.5,1011.1,0,1015.7,0,,9,,9,,,,,,,1261,,,2.7,0,1.7,.7,-.2,.7
283,경주시,2018-02-14 22:00,8.2,0,,,1.8,0,230,0,57,0,6.2,.1,1011.4,0,1016,0,,9,,9,,,,,,,1096,,,2.2,0,1.4,.6,-.2,.7
283,경주시,2018-02-14 23:00,8.5,0,,,1.8,0,230,0,56,0,6.2,.2,1011.4,0,1016,0,,9,,9,,,,,,,1071,,,1.4,0,1,.5,-.2,.7
283,경주시,2018-02-15 00:00,5.8,0,,,.6,0,70,0,64,0,5.9,-.4,1012.2,0,1016.9,0,,9,,9,,,,,,,1008,,,.7,0,.7,.3,-.2,.7
283,경주시,2018-02-15 01:00,7.3,0,,,1.5,0,50,0,53,0,5.4,-1.6,1013,0,1017.6,0,,9,,9,,,,,,,1033,,,.4,0,.3,.2,-.2,.7
283,경주시,2018-02-15 02:00,6.2,0,,,1.5,0,20,0,45,0,4.3,-4.8,1014.3,0,1019,0,,9,,9,,,,,,,1417,,,-.6,0,.1,.2,-.2,.7
283,경주시,2018-02-15 03:00,4.5,0,,,1.1,0,320,0,53,0,4.5,-4.2,1014.2,0,1018.9,0,,9,,9,,,,,,,1512,,,-1.2,0,-.2,0,-.2,.7
283,경주시,2018-02-15 04:00,3,0,,,1.3,0,320,0,58,0,4.4,-4.4,1013.8,0,1018.5,0,,9,,9,,,,,,,1577,,,-.5,0,-.4,-.1,-.2,.7
283,경주시,2018-02-15 05:00,3.6,0,,,1.6,0,250,0,55,0,4.3,-4.6,1014.7,0,1019.4,0,,9,,9,,,,,,,1350,,,-.9,0,-.3,0,-.2,.7
283,경주시,2018-02-15 06:00,3.8,0,,,3,0,290,0,54,0,4.3,-4.6,1015.4,0,1020.1,0,,9,,9,,,,,,,1268,,,-1,0,-.3,0,-.2,.7
283,경주시,2018-02-15 07:00,3.5,0,,,3.9,0,290,0,46,0,3.6,-7,1015.3,0,1020,0,,9,,9,,,,,,,1228,,,-1.1,0,-.3,0,-.2,.7
283,경주시,2018-02-15 08:00,3.2,0,,,2.3,0,160,0,46,0,3.5,-7.3,1015.9,0,1020.6,0,0,0,.05,0,,,,,,,1232,,,-.4,0,-.3,0,-.2,.7
283,경주시,2018-02-15 09:00,4.5,0,,,1.3,0,140,0,35,0,3,-9.6,1015.5,0,1020.2,0,.5,0,.31,0,,,,,,,1531,,,2,0,-.1,.1,-.2,.7
283,경주시,2018-02-15 10:00,5.8,0,,,.9,0,70,0,28,0,2.6,-11.3,1016,0,1020.7,0,.7,0,.59,0,,,,,,,1798,,,5.4,0,.2,.1,-.2,.8
283,경주시,2018-02-15 11:00,7,0,,,.9,0,340,0,30,0,3,-9.4,1015.9,0,1020.5,0,.8,0,.87,0,,,,,,,1792,,,11,0,2,.6,-.1,.8
283,경주시,2018-02-15 12:00,7.6,0,,,1.6,0,180,0,32,0,3.3,-8,1015.3,0,1019.9,0,1,0,1.18,0,,,,,,,1722,,,12.6,0,4.2,1.5,-.1,.8
283,경주시,2018-02-15 13:00,9.5,0,,,1.8,0,360,0,25,0,3,-9.5,1014,0,1018.6,0,1,0,1.39,0,,,,,,,1851,,,15.5,0,5.7,2.4,0,.8
283,경주시,2018-02-15 14:00,10.5,0,,,2.2,0,360,0,17,0,2.2,-13.5,1013.3,0,1017.9,0,1,0,1.22,0,,,,,,,2049,,,16.6,0,6.5,3,0,.9
283,경주시,2018-02-15 15:00,11,0,,,4.5,0,340,0,10,0,1.3,-19.5,1013,0,1017.6,0,1,0,1.11,0,,,,,,,2916,,,13.6,0,6.7,3.5,0,.8
283,경주시,2018-02-15 16:00,10.3,0,,,3.2,0,340,0,11,0,1.4,-18.9,1013.1,0,1017.7,0,1,0,.6,0,,,,,,,2882,,,9.4,0,5.9,3.4,0,.8
283,경주시,2018-02-15 17:00,9.1,0,,,2.6,0,340,0,15,0,1.7,-16.2,1013.4,0,1018,0,.5,0,.31,0,,,,,,,2640,,,5.5,0,4.9,3,0,.8
283,경주시,2018-02-15 18:00,5.8,0,,,2.4,0,70,0,56,0,5.2,-2.3,1014.3,0,1019,0,.2,0,.12,0,,,,,,,1925,,,2.4,0,3.8,2.4,0,.8
283,경주시,2018-02-15 19:00,2.8,0,,,2.7,0,360,0,70,0,5.2,-2.1,1014.8,0,1019.5,0,0,0,.01,0,,,,,,,1393,,,-.4,0,2.6,1.7,-.1,.9
283,경주시,2018-02-15 20:00,.7,0,,,.7,0,160,0,72,0,4.6,-3.7,1015.4,0,1020.2,0,,9,,9,,,,,,,1511,,,-2.1,0,1.6,1.2,-.1,1
283,경주시,2018-02-15 21:00,.3,0,,,1,0,180,0,78,0,4.9,-3,1015.6,0,1020.4,0,,9,,9,,,,,,,859,,,-1.2,0,1,.8,0,1
283,경주시,2018-02-15 22:00,-1,0,,,1.8,0,180,0,82,0,4.7,-3.6,1015.8,0,1020.6,0,,9,,9,,,,,,,1078,,,-1.7,0,.6,.6,-.1,1.1
283,경주시,2018-02-15 23:00,-1.7,0,,,1.9,0,180,0,85,0,4.6,-3.8,1015.7,0,1020.5,0,,9,,9,,,,,,,534,,,-2.2,0,.4,.6,0,1.2
283,경주시,2018-02-16 00:00,-2.5,0,,,1.3,0,200,0,88,0,4.5,-4.2,1015.4,0,1020.2,0,,9,,9,,,,,,,675,,,-2.6,0,.2,.5,.2,1.2
283,경주시,2018-02-16 01:00,-2.6,0,,,.9,0,200,0,88,0,4.4,-4.3,1015.1,0,1019.9,0,,9,,9,,,,,,,905,,,-2.4,0,.2,.4,.4,1.4
283,경주시,2018-02-16 02:00,-3.4,0,,,.8,0,180,0,90,0,4.3,-4.8,1015.3,0,1020.1,0,,9,,9,,,,,,,840,,,-2.6,0,.1,.5,.6,1.4
283,경주시,2018-02-16 03:00,-3.4,0,,,1.7,0,200,0,91,0,4.3,-4.6,1014.8,0,1019.6,0,,9,,9,,,,,,,803,,,-3.1,0,0,.5,.7,1.4
283,경주시,2018-02-16 04:00,-4.2,0,,,2.1,0,200,0,91,0,4.1,-5.4,1014,0,1018.8,0,,9,,9,,,,,,,794,,,-3.7,0,-.1,.3,.7,1.4
283,경주시,2018-02-16 05:00,-4.5,0,,,2.1,0,180,0,89,0,3.9,-6,1014.2,0,1019.1,0,,9,,9,,,,,,,798,,,-3.7,0,-.1,.5,.8,1.5
283,경주시,2018-02-16 06:00,-4.2,0,,,2.1,0,160,0,88,0,4,-5.8,1013.9,0,1018.7,0,,9,,9,,,,,,,958,,,-2.8,0,-.2,.4,.7,1.4
283,경주시,2018-02-16 07:00,-4.2,0,,,.2,0,0,0,85,0,3.8,-6.3,1013.7,0,1018.5,0,,9,,9,,,,,,,1128,,,-2.8,0,-.2,.3,.7,1.3
283,경주시,2018-02-16 08:00,-2.6,0,,,2,0,180,0,74,0,3.7,-6.6,1013.9,0,1018.7,0,0,0,.05,0,,,,,,,1509,,,-1.8,0,-.1,.3,.8,1.5
283,경주시,2018-02-16 09:00,.5,0,,,1.1,0,200,0,54,0,3.4,-7.7,1013.8,0,1018.6,0,.5,0,.3,0,,,,,,,1735,,,.1,0,-.1,.4,.7,1.4
283,경주시,2018-02-16 10:00,4.3,0,,,.7,0,270,0,25,0,2.1,-14,1013.2,0,1017.9,0,1,0,.74,0,,,,,,,2692,,,2.1,0,.3,.5,.8,1.5
283,경주시,2018-02-16 11:00,6.8,0,,,2.8,0,250,0,19,0,1.9,-15.2,1012.5,0,1017.1,0,1,0,1.17,0,,,,,,,3222,,,8.1,0,.6,.6,.8,1.5
283,경주시,2018-02-16 12:00,8.7,0,,,2.9,0,290,0,17,0,1.9,-15,1011.6,0,1016.2,0,1,0,1.29,0,,,,,,,3116,,,9.9,0,1.4,.7,.8,1.5
283,경주시,2018-02-16 13:00,9.7,0,,,3.5,0,250,0,14,0,1.7,-16.5,1010,0,1014.6,0,1,0,1.27,0,,,,,,,3197,,,11.3,0,3.9,1.4,.9,1.5
283,경주시,2018-02-16 14:00,10.4,0,,,2.5,0,290,0,12,0,1.5,-17.8,1009.1,0,1013.7,0,1,0,1.08,0,,,,,,,3388,,,13,0,5.7,2.9,1,1.5
283,경주시,2018-02-16 15:00,10,0,,,3.5,0,320,0,12,0,1.5,-18.1,1008.7,0,1013.3,0,.5,0,.8,0,,,,,,,3159,,,11.1,0,6.4,4.2,1.5,1.6
283,경주시,2018-02-16 16:00,9.6,0,,,3.9,0,320,0,12,0,1.4,-18.5,1008.5,0,1013.1,0,0,0,.54,0,,,,,,,4148,,,8.9,0,6.4,4.8,2.1,1.6
283,경주시,2018-02-16 17:00,8.9,0,,,1.7,0,340,0,12,0,1.4,-19,1008.5,0,1013.1,0,.4,0,.38,0,,,,,,,3656,,,6.4,0,6,4.9,2.5,1.7
283,경주시,2018-02-16 18:00,7.5,0,,,3.9,0,320,0,14,0,1.5,-18.3,1009,0,1013.6,0,.5,0,.14,0,,,,,,,3754,,,2.5,0,4.9,4.6,2.9,1.9
283,경주시,2018-02-16 19:00,6.2,0,,,3.7,0,320,0,18,0,1.7,-16.4,1009.8,0,1014.4,0,0,0,.01,0,,,,,,,2749,,,.6,0,3.7,4,3,2
283,경주시,2018-02-16 20:00,5.1,0,,,3.9,0,320,0,20,0,1.8,-16,1009.9,0,1014.6,0,,9,,9,,,,,,,2264,,,-.2,0,2.9,3.4,3,2.2
283,경주시,2018-02-16 21:00,4.4,0,,,4.2,0,320,0,21,0,1.8,-16,1010.2,0,1014.9,0,,9,,9,,,,,,,2059,,,-1.1,0,2.1,2.8,2.9,2.3
283,경주시,2018-02-16 22:00,3.6,0,,,5.5,0,320,0,24,0,1.9,-15.1,1010.3,0,1015,0,,9,,9,,,,,,,2189,,,-1.6,0,1.6,2.4,2.7,2.3
283,경주시,2018-02-16 23:00,3,0,,,6,0,320,0,24,0,1.8,-15.6,1010.5,0,1015.2,0,,9,,9,,,,,,,2150,,,-.5,0,1.3,2,2.5,2.4
283,경주시,2018-02-17 00:00,2.6,0,,,5.4,0,320,0,25,0,1.8,-15.5,1010.6,0,1015.3,0,,9,,9,,,,,,,2142,,,-1,0,1.1,1.8,2.3,2.4
283,경주시,2018-02-17 01:00,2.4,0,,,5,0,320,0,26,0,1.9,-15.2,1011.1,0,1015.8,0,,9,,9,,,,,,,2084,,,-1.2,0,.9,1.7,2.2,2.4
283,경주시,2018-02-17 02:00,1.3,0,,,4.7,0,320,0,37,0,2.5,-11.8,1011.6,0,1016.3,0,,9,,9,,,,,,,1935,,,-1.6,0,.7,1.5,2.1,2.4
283,경주시,2018-02-17 03:00,1.4,0,,,5.2,0,320,0,41,0,2.8,-10.4,1012.3,0,1017,0,,9,,9,,,,,,,1638,,,-1.7,0,.6,1.3,1.9,2.3
283,경주시,2018-02-17 04:00,.6,0,,,4.1,0,320,0,49,0,3.1,-8.9,1012.8,0,1017.6,0,,9,,9,,,,,,,1352,,,-2.1,0,.4,1.2,1.8,2.3
283,경주시,2018-02-17 05:00,-.4,0,,,3.8,0,320,0,38,0,2.3,-13,1013.5,0,1018.3,0,,9,,9,,,,,,,1705,,,-2.5,0,.3,1.1,1.7,2.2
283,경주시,2018-02-17 06:00,-.9,0,,,8,0,320,0,27,0,1.5,-17.6,1014.8,0,1019.6,0,,9,,9,,,,,,,2546,,,-2.9,0,.2,.9,1.6,2.2
283,경주시,2018-02-17 07:00,-1.6,0,,,7.5,0,290,0,28,0,1.5,-17.7,1015.9,0,1020.7,0,,9,,9,,,,,,,2934,,,-3.3,0,0,.8,1.4,2.1
283,경주시,2018-02-17 08:00,-1.3,0,,,4.6,0,320,0,25,0,1.4,-18.8,1016.7,0,1021.5,0,.3,0,.07,0,,,,,,,3101,,,-3.1,0,.1,.8,1.5,2.2
283,경주시,2018-02-17 09:00,-.2,0,,,3.5,0,320,0,21,0,1.3,-19.9,1017.7,0,1022.5,0,1,0,.36,0,,,,,,,3330,,,-.3,0,.2,.8,1.4,2.1
283,경주시,2018-02-17 10:00,1.7,0,,,2.6,0,360,0,17,0,1.2,-20.8,1017.9,0,1022.7,0,1,0,.92,0,,,,,,,3489,,,.9,0,.4,.8,1.3,2.1
283,경주시,2018-02-17 11:00,2.4,0,,,4.6,0,340,0,15,0,1.1,-21.6,1018,0,1022.7,0,1,0,1.25,0,,,,,,,3757,,,5.3,0,.6,.9,1.3,2.1
283,경주시,2018-02-17 12:00,3.7,0,,,4.7,0,320,0,15,0,1.2,-20.6,1017.8,0,1022.5,0,1,0,1.48,0,,,,,,,3793,,,7.2,0,1.8,1.1,1.3,2
283,경주시,2018-02-17 13:00,4.6,0,,,3.3,0,320,0,14,0,1.2,-20.6,1016.9,0,1021.6,0,1,0,1.55,0,,,,,,,3734,,,10.2,0,3.8,2,1.3,2
283,경주시,2018-02-17 14:00,5.4,0,,,4.1,0,270,0,11,0,1,-22.8,1016.2,0,1020.9,0,1,0,1.49,0,,,,,,,3843,,,13.5,0,5.5,3.4,1.6,2
283,경주시,2018-02-17 15:00,6.4,0,,,4.9,0,290,0,10,0,1,-23.1,1016.1,0,1020.8,0,1,0,1.31,0,,,,,,,4113,,,10.4,0,6.3,4.4,2.1,2
283,경주시,2018-02-17 16:00,6.8,0,,,4.1,0,290,0,12,0,1.2,-20.7,1016.6,0,1021.3,0,1,0,.98,0,,,,,,,4016,,,8.9,0,6.3,5.1,2.6,2.1
283,경주시,2018-02-17 17:00,6.1,0,,,2.8,0,290,0,13,0,1.2,-20.3,1018.2,0,1022.9,0,1,0,.57,0,,,,,,,3926,,,5.1,0,5.5,5,3,2.2
283,경주시,2018-02-17 18:00,3.8,0,,,3,0,290,0,16,0,1.3,-19.7,1018.3,0,1023,0,.6,0,.14,0,,,,,,,3750,,,1.1,0,4.3,4.5,3.3,2.3
283,경주시,2018-02-17 19:00,3.1,0,,,4.1,0,320,0,17,0,1.3,-19.6,1018.7,0,1023.4,0,0,0,0,0,,,,,,,3485,,,-.8,0,3,3.7,3.3,2.4
283,경주시,2018-02-17 20:00,2,0,,,2.5,0,290,0,18,0,1.3,-19.9,1019.3,0,1024.1,0,,9,,9,,,,,,,3351,,,-.4,0,2.1,3,3.2,2.6
283,경주시,2018-02-17 21:00,1.6,0,,,3.1,0,320,0,18,0,1.2,-20.2,1019.3,0,1024.1,0,,9,,9,,,,,,,3335,,,-.7,0,1.6,2.5,3,2.6
283,경주시,2018-02-17 22:00,-.8,0,,,1.9,0,180,0,27,0,1.6,-17.5,1019.7,0,1024.5,0,,9,,9,,,,,,,3236,,,-1.3,0,1.3,2.2,2.8,2.6
283,경주시,2018-02-17 23:00,.1,0,,,2.2,0,290,0,24,0,1.5,-18.1,1020.2,0,1025,0,,9,,9,,,,,,,3294,,,-1.4,0,1,2,2.6,2.7
283,경주시,2018-02-18 00:00,.2,0,,,1.1,0,180,0,21,0,1.3,-19.6,1020.5,0,1025.3,0,,9,,9,,,,,,,3129,,,-1.5,0,.8,1.7,2.4,2.7
283,경주시,2018-02-18 01:00,-.3,0,,,2.1,0,320,0,23,0,1.4,-18.9,1020.5,0,1025.3,0,,9,,9,,,,,,,2996,,,-1.5,0,.7,1.6,2.3,2.7
283,경주시,2018-02-18 02:00,-.9,0,,,3.1,0,340,0,26,0,1.5,-18,1020.9,0,1025.7,0,,9,,9,,,,,,,3092,,,-1.7,0,.5,1.4,2.1,2.6
283,경주시,2018-02-18 03:00,-.8,0,,,2.2,0,290,0,27,0,1.6,-17.5,1020.6,0,1025.4,0,,9,,9,,,,,,,2976,,,-1.6,0,.4,1.2,2,2.6
283,경주시,2018-02-18 04:00,-.9,0,,,2.8,0,290,0,27,0,1.5,-17.6,1020.7,0,1025.5,0,,9,,9,,,,,,,3009,,,-1.9,0,.3,1.2,1.9,2.6
283,경주시,2018-02-18 05:00,-1.2,0,,,.9,0,320,0,26,0,1.5,-18.3,1020.9,0,1025.7,0,,9,,9,,,,,,,2845,,,-2.2,0,.2,1,1.7,2.5
283,경주시,2018-02-18 06:00,-1.6,0,,,1.8,0,320,0,29,0,1.6,-17.3,1021.4,0,1026.2,0,,9,,9,,,,,,,3102,,,-2.3,0,.1,.9,1.6,2.3
283,경주시,2018-02-18 07:00,-1.8,0,,,.5,0,180,0,30,0,1.6,-17.1,1021.5,0,1026.3,0,,9,,9,,,,,,,3000,,,-2.7,0,0,.8,1.5,2.4
283,경주시,2018-02-18 08:00,-2.2,0,,,.6,0,160,0,41,0,2.1,-13.7,1022.1,0,1026.9,0,0,0,.07,0,,,,,,,2917,,,-2.7,0,0,.7,1.4,2.3
283,경주시,2018-02-18 09:00,.9,0,,,3.8,0,320,0,24,0,1.6,-17.4,1022.3,0,1027.1,0,.7,0,.37,0,,,,,,,3083,,,-.1,0,.2,.7,1.4,2.3
283,경주시,2018-02-18 10:00,1.5,0,,,3.1,0,320,0,22,0,1.5,-17.9,1022.1,0,1026.9,0,.5,0,.53,0,,,,,,,3245,,,.4,0,.2,.8,1.4,2.3
283,경주시,2018-02-18 11:00,3.3,0,,,2.8,0,340,0,19,0,1.5,-18.1,1021.9,0,1026.6,0,0,0,.48,0,,,,,,,3573,,,1.3,0,.3,.8,1.4,2.2
283,경주시,2018-02-18 12:00,6,0,,,2.7,0,320,0,14,0,1.3,-19.5,1020.9,0,1025.6,0,.8,0,1.01,0,,,,,,,4078,,,6.5,0,.8,.9,1.4,2.3
283,경주시,2018-02-18 13:00,6.8,0,,,1.4,0,360,0,13,0,1.3,-19.7,1019.3,0,1024,0,.8,0,.94,0,,,,,,,3756,,,8.3,0,2.3,1.2,1.4,2.2
283,경주시,2018-02-18 14:00,7.7,0,,,.9,0,140,0,13,0,1.4,-19,1018.1,0,1022.7,0,.8,0,1.11,0,,,,,,,3842,,,11,0,4.5,2.6,1.5,2.2
283,경주시,2018-02-18 15:00,7.8,0,,,1.7,0,290,0,13,0,1.4,-18.9,1018.5,0,1023.1,0,0,0,.59,0,,,,,,,3627,,,9,0,5.2,3.6,1.9,2.2
283,경주시,2018-02-18 16:00,7.6,0,,,2.9,0,320,0,14,0,1.5,-18.2,1018.1,0,1022.7,0,0,0,.39,0,,,,,,,3011,,,6.9,0,5.2,4.1,2.3,2.2
283,경주시,2018-02-18 17:00,6.9,0,,,2,0,340,0,17,0,1.7,-16.5,1018.3,0,1023,0,0,0,.22,0,,,,,,,2515,,,4.3,0,4.8,4.2,2.6,2.3
283,경주시,2018-02-18 18:00,5.6,0,,,.7,0,50,0,18,0,1.6,-16.9,1018.3,0,1023,0,0,0,.09,0,,,,,,,2046,,,1.4,0,3.9,3.9,2.8,2.4
283,경주시,2018-02-18 19:00,2.3,0,,,.9,0,200,0,30,0,2.2,-13.5,1019,0,1023.7,0,0,0,.01,0,,,,,,,2154,,,-.9,0,2.7,3.3,2.9,2.4
283,경주시,2018-02-18 20:00,-.2,0,,,1.5,0,180,0,41,0,2.5,-11.8,1019.1,0,1023.9,0,,9,,9,,,,,,,1850,,,-.1,0,1.7,2.6,2.8,2.4
283,경주시,2018-02-18 21:00,-.5,0,,,1.4,0,200,0,40,0,2.4,-12.4,1019.8,0,1024.6,0,,9,,9,,,,,,,1789,,,-.6,0,1.4,2.2,2.6,2.6
283,경주시,2018-02-18 22:00,-1.7,0,,,1.4,0,200,0,55,0,3,-9.5,1019.4,0,1024.2,0,,9,,9,,,,,,,1681,,,-.9,0,1.1,2,2.5,2.6
283,경주시,2018-02-18 23:00,-2.1,0,,,.6,0,160,0,48,0,2.5,-11.6,1019.3,0,1024.1,0,,9,,9,,,,,,,1750,,,-1.2,0,.9,1.7,2.3,2.6
283,경주시,2018-02-19 00:00,-2.5,0,,,.4,0,0,0,56,0,2.9,-10,1019.7,0,1024.5,0,,9,,9,,,,,,,1632,,,-1.3,0,.7,1.5,2.1,2.6
283,경주시,2018-02-19 01:00,-2.2,0,,,.6,0,230,0,57,0,3,-9.5,1020,0,1024.8,0,,9,,9,,,,,,,1690,,,-1.3,0,.6,1.4,2,2.6
283,경주시,2018-02-19 02:00,-1.6,0,,,2.1,0,180,0,49,0,2.7,-10.9,1019.9,0,1024.7,0,,9,,9,,,,,,,1658,,,-1.4,0,.5,1.3,1.9,2.5
283,경주시,2018-02-19 03:00,-1.2,0,,,2.5,0,200,0,48,0,2.7,-10.8,1019.9,0,1024.7,0,,9,,9,,,,,,,1564,,,-1.4,0,.4,1.2,1.8,2.5
283,경주시,2018-02-19 04:00,0,0,,,2,0,230,0,44,0,2.7,-10.8,1019.8,0,1024.6,0,,9,,9,,,,,,,1343,,,-1.2,0,.3,1.1,1.7,2.5
283,경주시,2018-02-19 05:00,-.7,0,,,1.6,0,160,0,48,0,2.8,-10.3,1019.7,0,1024.5,0,,9,,9,,,,,,,1439,,,-1.4,0,.3,1,1.7,2.4
283,경주시,2018-02-19 06:00,-1.7,0,,,.8,0,180,0,55,0,3,-9.5,1019.8,0,1024.6,0,,9,,9,,,,,,,1483,,,-1.7,0,.2,1,1.6,2.4
283,경주시,2018-02-19 07:00,-.1,0,,,2.8,0,250,0,43,0,2.6,-11.2,1019.9,0,1024.7,0,,9,,9,,,,,,,1207,,,-1.7,0,.1,.9,1.5,2.3
283,경주시,2018-02-19 08:00,-.4,0,,,.4,0,0,0,51,0,3,-9.3,1020.1,0,1024.9,0,0,0,.08,0,,,,,,,1207,,,-1.2,0,.1,.8,1.5,2.3
283,경주시,2018-02-19 09:00,3,0,,,1.3,0,180,0,34,0,2.6,-11.3,1020.1,0,1024.8,0,.5,0,.34,0,,,,,,,1348,,,0,0,.3,.8,1.4,2.3
