,Unnamed: 0,fire_weather.tm,fire_weather.district_1,fire_weather.district_2,fire_weather.stn,fire_weather.ta_max,fire_weather.ta_min,fire_weather.ta_max_min,fire_weather.rn_day,fire_weather.ws_max,fire_weather.ws_ins_max,fire_weather.ws_mean,fire_weather.ws_min,fire_weather.hm_max,fire_weather.hm_mean,fire_weather.hm_min
414241,423042,2018-05-18,경상북도,영주시,837,24.1,11.3,12.8,13.0,2.8,6.2,1.3,0.2,,,
414242,423043,2018-05-19,경상북도,영주시,837,22.9,6.6,16.3,0.0,3.8,7.8,1.3,0.0,,,
414243,423044,2018-05-20,경상북도,영주시,837,23.3,3.6,19.7,0.0,3.5,9.0,1.3,0.1,,,
414244,423045,2018-05-21,경상북도,영주시,837,22.1,3.7,18.4,0.0,2.5,5.5,0.7,0.2,,,
414245,423046,2018-05-22,경상북도,영주시,837,24.7,7.9,16.8,2.5,2.0,4.6,0.6,0.0,,,
414246,423047,2018-05-23,경상북도,영주시,837,26.1,12.0,14.1,10.5,3.1,6.7,1.1,0.0,,,
414247,423048,2018-05-24,경상북도,영주시,837,28.0,7.4,20.6,0.0,2.8,5.9,1.1,0.0,,,
414248,423049,2018-05-25,경상북도,영주시,837,28.2,9.3,18.9,0.0,2.5,6.0,0.9,0.1,,,
414249,423050,2018-05-26,경상북도,영주시,837,30.3,8.5,21.8,0.0,2.4,6.1,0.8,0.1,,,
414250,423051,2018-05-27,경상북도,영주시,837,26.4,11.9,14.5,0.0,1.7,3.7,0.6,0.1,,,
414251,423052,2018-05-28,경상북도,영주시,837,29.9,11.9,18.0,0.0,3.1,5.6,0.8,0.0,,,
414252,423053,2018-05-29,경상북도,영주시,837,28.8,14.9,13.9,0.0,2.5,5.6,0.9,0.0,,,
414253,423054,2018-05-30,경상북도,영주시,837,27.8,14.5,13.3,0.5,2.7,7.0,0.9,0.0,,,
414254,423055,2018-05-31,경상북도,영주시,837,29.3,10.1,19.2,0.0,2.4,6.5,0.9,0.1,,,
414255,423056,2018-06-01,경상북도,영주시,837,33.2,10.2,23.0,0.0,2.5,5.2,0.8,0.1,,,
414256,423057,2018-06-02,경상북도,영주시,837,34.0,14.0,20.0,0.0,2.4,6.9,1.0,0.1,,,
414257,423058,2018-06-03,경상북도,영주시,837,32.3,12.0,20.3,0.0,2.7,5.4,0.9,0.1,,,
414258,423059,2018-06-04,경상북도,영주시,837,30.9,11.0,19.9,0.0,3.2,6.7,0.9,0.1,,,
414259,423060,2018-06-05,경상북도,영주시,837,26.2,16.5,9.7,2.5,1.7,3.9,0.5,0.0,,,
414260,423061,2018-06-06,경상북도,영주시,837,32.4,14.4,18.0,0.0,2.4,4.4,0.8,0.1,,,
414261,423062,2018-06-07,경상북도,영주시,837,33.4,15.6,17.8,0.0,2.3,4.7,0.8,0.1,,,
414262,423063,2018-06-08,경상북도,영주시,837,30.8,16.0,14.8,0.0,3.2,6.2,0.9,0.0,,,
414263,423064,2018-06-09,경상북도,영주시,837,27.9,15.5,12.4,0.0,4.0,7.8,1.3,0.1,,,
414264,423065,2018-06-10,경상북도,영주시,837,23.0,15.9,7.1,0.0,2.6,6.9,1.3,0.7,,,
414265,423066,2018-06-11,경상북도,영주시,837,21.1,14.8,6.3,0.0,1.6,3.3,0.5,0.1,,,
414266,423067,2018-06-12,경상북도,영주시,837,27.2,14.4,12.8,0.0,2.6,5.9,0.9,0.2,,,
414267,423068,2018-06-13,경상북도,영주시,837,27.3,14.9,12.4,0.0,2.5,5.4,0.9,0.1,,,
414268,423069,2018-06-14,경상북도,영주시,837,22.7,15.5,7.2,0.0,3.8,7.4,1.1,0.0,,,
414269,423070,2018-06-15,경상북도,영주시,837,26.7,11.4,15.3,0.0,3.1,7.8,1.2,0.1,,,
414270,423071,2018-06-16,경상북도,영주시,837,26.9,8.7,18.2,0.0,3.0,5.5,0.8,0.0,,,
414271,423072,2018-06-17,경상북도,영주시,837,29.2,10.3,18.9,0.0,1.9,3.5,0.5,0.0,,,
414272,423073,2018-06-18,경상북도,영주시,837,34.2,16.1,18.1,0.0,2.1,4.9,0.7,0.1,,,
414273,423074,2018-06-19,경상북도,영주시,837,25.2,15.5,9.7,0.0,2.7,5.9,0.8,0.0,,,
414274,423075,2018-06-20,경상북도,영주시,837,30.7,14.6,16.1,0.0,2.7,6.4,0.9,0.1,,,
414275,423076,2018-06-21,경상북도,영주시,837,31.3,15.1,16.2,0.0,2.9,7.2,1.2,0.2,,,
414276,423077,2018-06-22,경상북도,영주시,837,34.5,13.0,21.5,0.0,2.9,5.5,0.9,0.1,,,
414277,423078,2018-06-23,경상북도,영주시,837,31.8,16.6,15.2,0.0,2.7,6.6,0.9,0.2,,,
414278,423079,2018-06-24,경상북도,영주시,837,35.6,15.3,20.3,0.0,3.0,6.6,1.1,0.0,,,
414279,423080,2018-06-25,경상북도,영주시,837,33.6,15.4,18.2,0.0,1.8,3.8,0.7,0.2,,,
414280,423081,2018-06-26,경상북도,영주시,837,22.6,18.6,4.0,39.5,2.3,4.5,0.3,0.0,,,
414281,423082,2018-06-27,경상북도,영주시,837,31.8,20.4,11.4,4.0,3.8,7.8,1.6,0.2,,,
414282,423083,2018-06-28,경상북도,영주시,837,26.5,18.8,7.7,0.0,2.4,5.8,0.7,0.1,,,
414283,423084,2018-06-29,경상북도,영주시,837,31.3,20.4,10.9,0.0,2.3,5.5,0.7,0.0,,,
414284,423085,2018-06-30,경상북도,영주시,837,26.2,20.2,6.0,0.5,1.6,3.8,0.3,0.0,,,
414285,423086,2018-07-01,경상북도,영주시,837,25.3,19.1,6.2,98.5,2.9,7.7,0.3,0.0,,,
414286,423087,2018-07-02,경상북도,영주시,837,22.7,19.5,3.2,82.0,2.6,6.3,0.4,0.0,,,
414287,423088,2018-07-03,경상북도,영주시,837,28.7,20.8,7.9,3.5,2.0,5.4,0.7,0.0,,,
414288,423089,2018-07-04,경상북도,영주시,837,33.0,21.0,12.0,2.5,4.2,7.4,0.9,0.0,,,
414289,423090,2018-07-05,경상북도,영주시,837,26.7,19.8,6.9,2.0,1.8,4.5,0.3,0.0,,,
414290,423091,2018-07-06,경상북도,영주시,837,27.9,17.0,10.9,0.5,2.4,7.7,1.0,0.0,,,
414291,423092,2018-07-07,경상북도,영주시,837,27.9,13.4,14.5,0.0,2.7,5.6,0.8,0.0,,,
414292,423093,2018-07-08,경상북도,영주시,837,25.1,11.5,13.6,0.0,1.5,3.8,0.5,0.0,,,
414293,423094,2018-07-09,경상북도,영주시,837,19.0,17.6,1.4,15.5,0.9,2.7,0.1,0.0,,,
414294,423095,2018-07-10,경상북도,영주시,837,28.9,17.6,11.3,1.0,1.1,2.3,0.2,0.0,,,
414295,423096,2018-07-11,경상북도,영주시,837,30.8,22.1,8.7,0.0,1.1,2.7,0.1,0.0,,,
414296,423097,2018-07-12,경상북도,영주시,837,32.5,23.3,9.2,0.0,1.4,3.3,0.3,0.0,,,
414297,423098,2018-07-13,경상북도,영주시,837,34.0,21.7,12.3,0.0,2.7,5.6,0.7,0.0,,,
414298,423099,2018-07-14,경상북도,영주시,837,34.3,20.7,13.6,0.0,2.6,5.2,0.8,0.0,,,
414299,423100,2018-07-15,경상북도,영주시,837,35.9,20.5,15.4,0.0,2.3,4.4,0.7,0.0,,,
414300,423101,2018-07-16,경상북도,영주시,837,35.6,20.2,15.4,0.0,2.0,5.0,0.7,0.0,,,
414301,423102,2018-07-17,경상북도,영주시,837,34.5,21.7,12.8,0.0,2.4,5.6,0.8,0.0,,,
414302,423103,2018-07-18,경상북도,영주시,837,34.9,19.6,15.3,0.0,2.2,4.7,0.6,0.0,,,
414303,423104,2018-07-19,경상북도,영주시,837,36.2,21.2,15.0,0.0,1.8,4.1,0.6,0.0,,,
414304,423105,2018-07-20,경상북도,영주시,837,36.7,20.4,16.3,0.0,2.2,4.4,0.7,0.0,,,
414305,423106,2018-07-21,경상북도,영주시,837,37.0,22.4,14.6,0.0,2.6,4.5,0.6,0.0,,,
414306,423107,2018-07-22,경상북도,영주시,837,36.1,23.0,13.1,0.0,3.5,7.0,0.9,0.0,,,
414307,423108,2018-07-23,경상북도,영주시,837,36.5,23.1,13.4,0.0,2.0,4.2,0.4,0.0,,,
414308,423109,2018-07-24,경상북도,영주시,837,37.5,23.5,14.0,0.0,2.2,4.9,0.6,0.0,,,
414309,423110,2018-07-25,경상북도,영주시,837,36.9,23.8,13.1,0.0,2.7,4.7,0.6,0.0,,,
414310,423111,2018-07-26,경상북도,영주시,837,37.4,23.3,14.1,0.0,2.5,5.3,0.6,0.0,,,
414311,423112,2018-07-27,경상북도,영주시,837,39.1,23.3,15.8,18.0,4.4,9.0,0.6,0.0,,,
414312,423113,2018-07-28,경상북도,영주시,837,35.4,23.2,12.2,0.0,1.9,5.1,0.6,0.0,,,
414313,423114,2018-07-29,경상북도,영주시,837,35.2,21.6,13.6,0.0,2.6,7.4,0.8,0.0,,,
414314,423115,2018-07-30,경상북도,영주시,837,35.8,22.2,13.6,0.0,2.4,6.6,0.9,0.1,,,
414315,423116,2018-07-31,경상북도,영주시,837,37.6,20.0,17.6,0.0,2.2,4.3,0.6,0.0,,,
414316,423117,2018-08-01,경상북도,영주시,837,39.3,20.5,18.8,0.0,2.8,5.1,0.8,0.0,,,
414317,423118,2018-08-02,경상북도,영주시,837,39.0,20.4,18.6,0.0,2.5,5.2,0.7,0.0,,,
414318,423119,2018-08-03,경상북도,영주시,837,38.1,22.1,16.0,0.0,2.9,6.0,0.8,0.0,,,
414319,423120,2018-08-04,경상북도,영주시,837,38.6,22.8,15.8,0.0,2.7,6.1,1.1,0.1,,,
414320,423121,2018-08-05,경상북도,영주시,837,37.4,22.1,15.3,0.0,2.9,6.2,1.0,0.0,,,
414321,423122,2018-08-06,경상북도,영주시,837,34.2,23.7,10.5,0.0,2.6,6.3,0.6,0.0,,,
414322,423123,2018-08-07,경상북도,영주시,837,34.9,22.9,12.0,0.0,2.3,4.7,0.7,0.0,,,
414323,423124,2018-08-08,경상북도,영주시,837,38.5,22.2,16.3,0.0,2.4,7.2,0.8,0.0,,,
414324,423125,2018-08-09,경상북도,영주시,837,34.8,23.6,11.2,17.0,2.6,5.4,0.8,0.0,,,
414325,423126,2018-08-10,경상북도,영주시,837,31.9,23.2,8.7,6.5,2.6,5.1,0.6,0.0,,,
414326,423127,2018-08-11,경상북도,영주시,837,31.5,21.4,10.1,0.0,2.4,4.5,0.6,0.0,,,
414327,423128,2018-08-12,경상북도,영주시,837,32.5,21.1,11.4,0.0,1.5,3.4,0.3,0.0,,,
414328,423129,2018-08-13,경상북도,영주시,837,36.7,22.8,13.9,0.0,2.4,4.7,0.5,0.0,,,
414329,423130,2018-08-14,경상북도,영주시,837,37.5,23.6,13.9,0.5,1.9,5.1,0.6,0.0,,,
414330,423131,2018-08-15,경상북도,영주시,837,37.5,22.0,15.5,0.0,3.2,7.6,0.9,0.0,,,
414331,423132,2018-08-16,경상북도,영주시,837,32.5,20.0,12.5,0.0,2.9,7.4,1.0,0.2,,,
414332,423133,2018-08-17,경상북도,영주시,837,31.5,14.9,16.6,0.0,2.7,8.0,0.9,0.0,,,
414333,423134,2018-08-18,경상북도,영주시,837,30.8,14.8,16.0,0.0,2.6,5.1,0.8,0.0,,,
414334,423135,2018-08-19,경상북도,영주시,837,33.1,15.4,17.7,0.0,2.1,4.0,0.4,0.0,,,
414335,423136,2018-08-20,경상북도,영주시,837,34.3,16.6,17.7,0.0,3.0,6.3,0.8,0.0,,,
414336,423137,2018-08-21,경상북도,영주시,837,34.3,18.6,15.7,0.0,3.1,6.0,0.8,0.0,,,
414337,423138,2018-08-22,경상북도,영주시,837,37.6,19.9,17.7,0.0,4.8,9.5,1.0,0.0,,,
414338,423139,2018-08-23,경상북도,영주시,837,31.9,24.1,7.8,0.0,2.6,7.0,1.2,0.2,,,
414339,423140,2018-08-24,경상북도,영주시,837,27.1,22.4,4.7,26.0,5.2,9.6,2.0,0.2,,,
414340,423141,2018-08-25,경상북도,영주시,837,28.4,18.0,10.4,0.0,2.4,5.2,0.8,0.0,,,
414341,423142,2018-08-26,경상북도,영주시,837,21.6,18.4,3.2,14.0,0.9,2.4,0.3,0.0,,,
414342,423143,2018-08-27,경상북도,영주시,837,24.5,18.5,6.0,33.5,1.2,2.5,0.3,0.1,,,
414343,423144,2018-08-28,경상북도,영주시,837,24.4,21.4,3.0,54.0,1.1,3.3,0.3,0.0,,,
414344,423145,2018-08-29,경상북도,영주시,837,32.1,21.4,10.7,0.5,3.0,6.3,0.7,0.0,,,
414345,423146,2018-08-30,경상북도,영주시,837,31.4,22.6,8.8,9.0,3.2,6.2,0.8,0.0,,,
414346,423147,2018-08-31,경상북도,영주시,837,25.7,18.1,7.6,78.5,2.7,6.6,0.6,0.0,,,
414347,423148,2018-09-01,경상북도,영주시,837,28.6,15.5,13.1,0.0,2.9,7.8,0.8,0.0,,,
414348,423149,2018-09-02,경상북도,영주시,837,27.4,13.2,14.2,0.5,2.6,4.7,0.5,0.0,,,
414349,423150,2018-09-03,경상북도,영주시,837,23.1,18.9,4.2,11.5,0.8,2.2,0.1,0.0,,,
414350,423151,2018-09-04,경상북도,영주시,837,28.5,19.0,9.5,82.0,3.8,7.6,1.4,0.3,,,
414351,423152,2018-09-05,경상북도,영주시,837,27.9,15.0,12.9,0.0,3.9,10.0,1.7,0.0,,,
414352,423153,2018-09-06,경상북도,영주시,837,25.3,13.7,11.6,0.0,3.1,7.1,0.4,0.0,,,
414353,423154,2018-09-07,경상북도,영주시,837,25.6,15.2,10.4,1.5,2.7,5.3,1.0,0.2,,,
414354,423155,2018-09-08,경상북도,영주시,837,26.3,11.5,14.8,0.0,2.2,5.1,0.5,0.0,,,
414355,423156,2018-09-09,경상북도,영주시,837,29.0,10.7,18.3,0.0,2.4,5.7,0.7,0.0,,,
414356,423157,2018-09-10,경상북도,영주시,837,26.9,11.2,15.7,0.0,2.1,6.7,0.7,0.0,,,
414357,423158,2018-09-11,경상북도,영주시,837,26.0,8.4,17.6,0.0,2.9,7.4,0.9,0.0,,,
414358,423159,2018-09-12,경상북도,영주시,837,27.4,12.4,15.0,0.0,3.5,5.9,0.6,0.0,,,
414359,423160,2018-09-13,경상북도,영주시,837,22.0,14.6,7.4,0.0,1.3,2.8,0.2,0.0,,,
414360,423161,2018-09-14,경상북도,영주시,837,22.1,16.3,5.8,8.5,1.3,3.5,0.5,0.0,,,
414361,423162,2018-09-15,경상북도,영주시,837,23.0,18.2,4.8,1.5,1.0,3.2,0.2,0.0,,,
414362,423163,2018-09-16,경상북도,영주시,837,24.9,18.5,6.4,0.0,1.2,2.9,0.4,0.0,,,
414363,423164,2018-09-17,경상북도,영주시,837,28.2,14.2,14.0,0.0,2.2,4.3,0.6,0.0,,,
414364,423165,2018-09-18,경상북도,영주시,837,27.3,11.8,15.5,0.0,1.8,3.7,0.4,0.0,,,
414365,423166,2018-09-19,경상북도,영주시,837,25.9,13.5,12.4,0.0,1.8,4.4,0.3,0.0,,,
414366,423167,2018-09-20,경상북도,영주시,837,19.1,16.1,3.0,3.5,1.5,5.3,0.4,0.0,,,
414367,423168,2018-09-21,경상북도,영주시,837,19.4,16.4,3.0,23.0,0.9,2.6,0.3,0.0,,,
414368,423169,2018-09-22,경상북도,영주시,837,25.7,11.2,14.5,0.0,2.7,7.5,0.7,0.0,,,
414369,423170,2018-09-23,경상북도,영주시,837,24.8,9.1,15.7,0.0,2.6,5.4,0.8,0.0,,,
414370,423171,2018-09-24,경상북도,영주시,837,21.7,8.5,13.2,0.0,2.4,4.8,0.7,0.0,,,
414371,423172,2018-09-25,경상북도,영주시,837,25.0,5.2,19.8,0.0,2.3,5.9,0.5,0.0,,,
414372,423173,2018-09-26,경상북도,영주시,837,22.2,9.1,13.1,0.0,3.0,5.9,0.6,0.0,,,
414373,423174,2018-09-27,경상북도,영주시,837,24.7,5.8,18.9,0.0,2.2,6.3,0.6,0.0,,,
414374,423175,2018-09-28,경상북도,영주시,837,20.5,5.4,15.1,0.0,1.7,3.7,0.4,0.0,,,
414375,423176,2018-09-29,경상북도,영주시,837,26.3,9.9,16.4,0.0,2.6,5.9,0.7,0.0,,,
414376,423177,2018-09-30,경상북도,영주시,837,27.3,11.7,15.6,0.0,3.8,8.1,1.3,0.0,,,
414377,423178,2018-10-01,경상북도,영주시,837,18.5,8.3,10.2,0.0,3.7,8.2,1.4,0.3,,,
414378,423179,2018-10-02,경상북도,영주시,837,22.6,5.6,17.0,0.0,2.4,5.1,0.7,0.0,,,
414379,423180,2018-10-03,경상북도,영주시,837,24.1,3.8,20.3,0.0,2.0,3.7,0.3,0.0,,,
414380,423181,2018-10-04,경상북도,영주시,837,26.6,8.6,18.0,0.0,2.5,7.3,0.8,0.0,,,
414381,423182,2018-10-05,경상북도,영주시,837,17.5,13.7,3.8,66.0,1.0,2.7,0.2,0.0,,,
414382,423183,2018-10-06,경상북도,영주시,837,21.2,15.2,6.0,38.0,3.7,8.6,1.2,0.1,,,
414383,423184,2018-10-07,경상북도,영주시,837,24.2,8.9,15.3,0.0,2.4,5.4,0.9,0.0,,,
414384,423185,2018-10-08,경상북도,영주시,837,20.6,5.4,15.2,0.0,2.2,4.8,0.7,0.0,,,
414385,423186,2018-10-09,경상북도,영주시,837,20.9,6.0,14.9,0.0,1.9,4.4,0.4,0.0,,,
414386,423187,2018-10-10,경상북도,영주시,837,18.4,4.6,13.8,0.0,3.4,8.2,1.3,0.0,,,
414387,423188,2018-10-11,경상북도,영주시,837,15.8,0.7,15.1,0.0,4.9,9.2,1.3,0.1,,,
414388,423189,2018-10-12,경상북도,영주시,837,17.8,-1.1,18.9,0.0,1.9,4.0,0.6,0.1,,,
414389,423190,2018-10-13,경상북도,영주시,837,20.4,1.6,18.8,0.0,2.3,5.2,0.6,0.1,,,
414390,423191,2018-10-14,경상북도,영주시,837,20.8,2.9,17.9,0.0,2.6,5.0,0.7,0.0,,,
414391,423192,2018-10-15,경상북도,영주시,837,21.7,4.2,17.5,0.0,2.0,4.4,0.7,0.0,,,
414392,423193,2018-10-16,경상북도,영주시,837,17.5,3.6,13.9,0.0,2.0,3.5,0.4,0.0,,,
414393,423194,2018-10-17,경상북도,영주시,837,18.6,4.1,14.5,0.0,2.1,4.9,0.5,0.0,,,
414394,423195,2018-10-18,경상북도,영주시,837,15.7,3.1,12.6,4.5,1.8,5.3,0.5,0.1,,,
414395,423196,2018-10-19,경상북도,영주시,837,20.9,3.7,17.2,0.0,1.7,3.3,0.5,0.0,,,
414396,423197,2018-10-20,경상북도,영주시,837,20.4,0.1,20.3,0.0,2.2,5.1,0.6,0.0,,,
414397,423198,2018-10-21,경상북도,영주시,837,20.6,-0.9,21.5,0.0,1.9,3.6,0.5,0.0,,,
414398,423199,2018-10-22,경상북도,영주시,837,19.4,1.8,17.6,0.0,2.3,4.9,0.4,0.0,,,
414399,423200,2018-10-23,경상북도,영주시,837,19.9,4.2,15.7,0.0,2.6,5.9,0.7,0.0,,,
414400,423201,2018-10-24,경상북도,영주시,837,20.2,1.3,18.9,0.0,2.3,5.3,0.7,0.1,,,
414401,423202,2018-10-25,경상북도,영주시,837,21.2,0.0,21.2,0.0,1.8,4.2,0.5,0.0,,,
414402,423203,2018-10-26,경상북도,영주시,837,11.3,5.0,6.3,4.5,1.9,4.4,0.5,0.1,,,
414403,423204,2018-10-27,경상북도,영주시,837,13.0,5.4,7.6,0.0,4.9,11.1,2.0,0.7,,,
414404,423205,2018-10-28,경상북도,영주시,837,14.8,0.6,14.2,6.5,3.8,7.6,1.3,0.3,,,
414405,423206,2018-10-29,경상북도,영주시,837,13.6,-0.2,13.8,0.0,3.4,8.6,1.2,0.1,,,
414406,423207,2018-10-30,경상북도,영주시,837,13.4,-2.3,15.7,0.0,2.7,6.4,1.1,0.1,,,
414407,423208,2018-10-31,경상북도,영주시,837,16.0,-1.5,17.5,0.0,2.4,5.0,0.8,0.0,,,
414408,423209,2018-11-01,경상북도,영주시,837,16.5,-3.8,20.3,0.0,2.4,5.2,0.6,0.0,,,
414409,423210,2018-11-02,경상북도,영주시,837,18.7,-3.1,21.8,0.0,1.8,3.8,0.5,0.0,,,
414410,423211,2018-11-03,경상북도,영주시,837,19.9,-2.6,22.5,0.0,2.4,4.8,0.6,0.0,,,
414411,423212,2018-11-04,경상북도,영주시,837,20.2,-2.4,22.6,0.0,1.9,3.9,0.6,0.0,,,
414412,423213,2018-11-05,경상북도,영주시,837,18.7,-1.5,20.2,0.0,1.8,3.2,0.4,0.0,,,
414413,423214,2018-11-06,경상북도,영주시,837,19.8,2.5,17.3,0.0,2.0,4.0,0.6,0.0,,,
414414,423215,2018-11-07,경상북도,영주시,837,14.4,8.5,5.9,1.5,0.8,1.8,0.3,0.0,,,
414415,423216,2018-11-08,경상북도,영주시,837,14.2,10.8,3.4,38.0,4.7,10.4,0.4,0.0,,,
414416,423217,2018-11-09,경상북도,영주시,837,16.1,4.2,11.9,0.0,4.4,8.9,1.8,0.6,,,
414417,423218,2018-11-10,경상북도,영주시,837,17.6,1.3,16.3,0.0,2.2,5.1,0.7,0.1,,,
414418,423219,2018-11-11,경상북도,영주시,837,14.9,-1.9,16.8,0.0,1.8,4.3,0.5,0.0,,,
414419,423220,2018-11-12,경상북도,영주시,837,16.3,1.8,14.5,0.0,1.9,3.7,0.5,0.0,,,
414420,423221,2018-11-13,경상북도,영주시,837,16.8,2.9,13.9,0.5,1.6,3.1,0.5,0.0,,,
414421,423222,2018-11-14,경상북도,영주시,837,16.8,0.0,16.8,0.0,2.2,3.8,0.4,0.0,,,
414422,423223,2018-11-15,경상북도,영주시,837,15.6,-1.9,17.5,0.0,2.2,4.7,0.5,0.0,,,
414423,423224,2018-11-16,경상북도,영주시,837,13.3,0.3,13.0,0.0,1.5,3.1,0.4,0.0,,,
414424,423225,2018-11-17,경상북도,영주시,837,15.0,-2.0,17.0,0.0,2.0,3.6,0.6,0.0,,,
414425,423226,2018-11-18,경상북도,영주시,837,11.6,-1.9,13.5,0.0,1.9,3.3,0.6,0.1,,,
414426,423227,2018-11-19,경상북도,영주시,837,13.3,-2.8,16.1,0.0,2.9,7.5,0.8,0.0,,,
414427,423228,2018-11-20,경상북도,영주시,837,13.4,-4.1,17.5,0.0,2.7,5.4,0.8,0.0,,,
414428,423229,2018-11-21,경상북도,영주시,837,9.3,-4.1,13.4,0.0,1.7,5.3,0.5,0.2,,,
414429,423230,2018-11-22,경상북도,영주시,837,7.8,-4.1,11.9,0.0,4.0,7.2,1.3,0.1,,,
414430,423231,2018-11-23,경상북도,영주시,837,7.6,-7.4,15.0,0.0,3.1,6.2,1.1,0.2,,,
414431,423232,2018-11-24,경상북도,영주시,837,0.5,-6.5,7.0,6.0,1.8,3.8,0.4,0.0,,,
414432,423233,2018-11-25,경상북도,영주시,837,3.7,-1.8,5.5,0.0,1.5,2.5,0.5,0.2,,,
414433,423234,2018-11-26,경상북도,영주시,837,10.7,-3.8,14.5,0.0,2.0,3.4,0.6,0.0,,,
414434,423235,2018-11-27,경상북도,영주시,837,13.4,-5.5,18.9,0.0,2.5,6.5,0.7,0.0,,,
414435,423236,2018-11-28,경상북도,영주시,837,11.1,-3.3,14.4,0.0,2.3,4.7,0.7,0.0,,,
414436,423237,2018-11-29,경상북도,영주시,837,10.7,-5.4,16.1,0.0,2.2,4.6,0.7,0.0,,,
414437,423238,2018-11-30,경상북도,영주시,837,12.1,-5.5,17.6,0.0,2.2,4.6,0.7,0.1,,,
414438,423239,2018-12-01,경상북도,영주시,837,12.2,-3.6,15.8,0.0,1.7,3.3,0.5,0.1,,,
414439,423240,2018-12-02,경상북도,영주시,837,14.9,-1.9,16.8,0.0,1.7,3.1,0.4,0.0,,,
414440,423241,2018-12-03,경상북도,영주시,837,10.2,3.8,6.4,6.5,1.0,2.2,0.2,0.0,,,
414441,423242,2018-12-04,경상북도,영주시,837,13.6,4.3,9.3,12.0,3.9,7.8,1.1,0.0,,,
414442,423243,2018-12-05,경상북도,영주시,837,6.7,-4.0,10.7,0.0,2.6,5.9,0.7,0.1,,,
414443,423244,2018-12-06,경상북도,영주시,837,8.6,0.4,8.2,0.5,4.3,9.9,1.3,0.3,,,
414444,423245,2018-12-07,경상북도,영주시,837,1.5,-8.2,9.7,0.0,6.0,11.5,3.2,1.2,,,
414445,423246,2018-12-08,경상북도,영주시,837,-2.5,-13.4,10.9,0.0,5.1,9.8,2.1,0.3,,,
414446,423247,2018-12-09,경상북도,영주시,837,0.3,-14.9,15.2,0.0,2.2,4.4,0.9,0.1,,,
414447,423248,2018-12-10,경상북도,영주시,837,5.2,-13.7,18.9,0.0,1.8,3.1,0.5,0.0,,,
414448,423249,2018-12-11,경상북도,영주시,837,0.0,-6.6,6.6,2.5,1.2,2.1,0.3,0.0,,,
414449,423250,2018-12-12,경상북도,영주시,837,2.7,-10.3,13.0,0.0,2.5,5.3,0.7,0.0,,,
414450,423251,2018-12-13,경상북도,영주시,837,1.7,-13.0,14.7,0.0,4.5,9.9,1.3,0.2,,,
414451,423252,2018-12-14,경상북도,영주시,837,2.0,-13.0,15.0,0.0,2.2,4.7,0.7,0.0,,,
414452,423253,2018-12-15,경상북도,영주시,837,3.3,-14.8,18.1,0.0,1.7,3.2,0.5,0.0,,,
414453,423254,2018-12-16,경상북도,영주시,837,3.3,-8.6,11.9,0.0,1.8,3.5,0.5,0.2,,,
414454,423255,2018-12-17,경상북도,영주시,837,5.8,-3.2,9.0,0.0,4.7,10.7,2.0,0.2,,,
414455,423256,2018-12-18,경상북도,영주시,837,6.1,-4.8,10.9,0.0,4.9,9.8,1.7,0.0,,,
414456,423257,2018-12-19,경상북도,영주시,837,11.5,-4.0,15.5,0.0,3.2,7.3,0.7,0.2,,,
414457,423258,2018-12-20,경상북도,영주시,837,8.6,-4.7,13.3,0.0,1.7,3.6,0.5,0.0,,,
414458,423259,2018-12-21,경상북도,영주시,837,11.2,-7.2,18.4,0.0,2.0,3.5,0.5,0.0,,,
414459,423260,2018-12-22,경상북도,영주시,837,13.0,-3.8,16.8,0.0,2.2,4.2,0.6,0.1,,,
414460,423261,2018-12-23,경상북도,영주시,837,10.2,-0.6,10.8,0.0,4.2,8.8,2.0,0.0,,,
414461,423262,2018-12-24,경상북도,영주시,837,5.2,-9.0,14.2,0.0,2.3,5.4,0.8,0.1,,,
414462,423263,2018-12-25,경상북도,영주시,837,3.1,-12.1,15.2,0.0,1.9,3.4,0.6,0.2,,,
414463,423264,2018-12-26,경상북도,영주시,837,7.5,-3.8,11.3,0.0,4.3,7.1,1.3,0.1,,,
414464,423265,2018-12-27,경상북도,영주시,837,-1.9,-11.1,9.2,0.0,5.6,11.0,2.7,0.7,,,
414465,423266,2018-12-28,경상북도,영주시,837,-2.6,-15.7,13.1,0.0,3.4,6.6,1.0,0.3,,,
414466,423267,2018-12-29,경상북도,영주시,837,-2.1,-15.4,13.3,0.0,4.1,8.2,2.0,0.5,,,
414467,423268,2018-12-30,경상북도,영주시,837,0.9,-16.0,16.9,0.0,3.2,6.7,0.8,0.0,,,
414468,423269,2018-12-31,경상북도,영주시,837,3.8,-17.3,21.1,0.0,2.2,5.0,0.6,0.1,,,
414469,423270,2019-01-01,경상북도,영주시,837,1.3,-14.0,15.3,0.0,3.9,8.0,1.6,0.3,,,
414470,423271,2019-01-02,경상북도,영주시,837,3.3,-14.0,17.3,0.0,3.3,6.2,0.9,0.2,,,
414471,423272,2019-01-03,경상북도,영주시,837,4.9,-15.0,19.9,0.0,2.0,3.6,0.6,0.0,,,
414472,423273,2019-01-04,경상북도,영주시,837,4.4,-13.4,17.8,0.0,4.1,8.3,1.1,0.1,,,
414473,423274,2019-01-05,경상북도,영주시,837,5.8,-9.2,15.0,0.0,2.7,5.0,0.8,0.1,,,
