지점,지점명,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%)
405,양천,2024-05-18 07:00,18.9,106.3,.8,0,1015.6,1018.3,64
405,양천,2024-05-18 08:00,20.6,111.6,1.3,0,1015.6,1018.3,60
405,양천,2024-05-18 09:00,21.2,152,1.8,0,1015.6,1018.3,63
405,양천,2024-05-18 10:00,22,178.5,2.8,0,1015.6,1018.2,60
405,양천,2024-05-18 11:00,23,156.6,3,0,1015.5,1018.1,56
405,양천,2024-05-18 12:00,23.8,186.8,2.2,0,1014.7,1017.3,49
405,양천,2024-05-18 13:00,24.6,144.6,1.3,0,1014,1016.6,49
405,양천,2024-05-18 14:00,25.2,188.7,1.8,0,1013.6,1016.2,46
405,양천,2024-05-18 15:00,25.3,180.4,2.5,0,1012.9,1015.5,45
405,양천,2024-05-18 16:00,25.2,212.2,2,0,1012.5,1015.1,49
405,양천,2024-05-18 17:00,24.8,236.6,2.3,0,1012.8,1015.4,51
405,양천,2024-05-18 18:00,23.4,245.5,1.8,0,1013,1015.6,55
405,양천,2024-05-18 19:00,22.1,246.4,1,0,1013.3,1015.9,58
405,양천,2024-05-18 20:00,21.1,287.3,2.3,0,1014,1016.7,64
405,양천,2024-05-18 21:00,20.6,294.5,1.3,0,1014.8,1017.5,66
405,양천,2024-05-18 22:00,20.1,306.7,.8,0,1015,1017.7,67
405,양천,2024-05-18 23:00,20,4.5,1.5,0,1015.3,1018,67
405,양천,2024-05-19 00:00,19.6,336.2,.9,0,1015.1,1017.8,70
405,양천,2024-05-19 01:00,19.1,327.3,.7,0,1014.8,1017.5,72
405,양천,2024-05-19 02:00,18.6,12,1.9,0,1014.5,1017.2,75
405,양천,2024-05-19 03:00,17.7,0,0,0,1014,1016.7,80
405,양천,2024-05-19 04:00,17.1,0,0,0,1014,1016.7,83
405,양천,2024-05-19 05:00,16.7,0,.1,0,1014,1016.7,85
405,양천,2024-05-19 06:00,17.3,16.3,.7,0,1014,1016.7,82
405,양천,2024-05-19 07:00,19.4,0,.4,0,1014.1,1016.8,75
405,양천,2024-05-19 08:00,20.5,69.2,1,0,1014.1,1016.8,68
405,양천,2024-05-19 09:00,21.3,136.4,1.1,0,1014,1016.7,63
405,양천,2024-05-19 10:00,22.8,82.2,1.3,0,1013.5,1016.1,55
405,양천,2024-05-19 11:00,24.4,75.5,1.7,0,1013.2,1015.8,45
405,양천,2024-05-19 12:00,25.6,342.6,1.1,0,1012.9,1015.5,42
405,양천,2024-05-19 13:00,26.2,40.3,2.9,0,1012.1,1014.7,39
405,양천,2024-05-19 14:00,27.8,70.6,1.3,0,1011.2,1013.8,38
405,양천,2024-05-19 15:00,27.3,272.4,2.4,0,1010.8,1013.4,43
405,양천,2024-05-19 16:00,27.2,269.3,1.7,0,1010.9,1013.5,34
405,양천,2024-05-19 17:00,26.6,256.9,1.5,0,1010.9,1013.5,27
405,양천,2024-05-19 18:00,25.5,236.2,1.4,0,1010.5,1013.1,38
405,양천,2024-05-19 19:00,23.6,268.6,1.6,0,1010.9,1013.5,42
405,양천,2024-05-19 20:00,22,287.3,1.2,0,1011.8,1014.4,50
405,양천,2024-05-19 21:00,20.4,263.5,1.2,0,1013.4,1016.1,66
405,양천,2024-05-19 22:00,19.8,230.9,1.1,0,1012.9,1015.5,66
405,양천,2024-05-19 23:00,19.1,154.4,1.2,0,1012.1,1014.8,67
405,양천,2024-05-20 00:00,19.1,182.3,1.7,0,1011.5,1014.2,67
405,양천,2024-05-20 01:00,19,177.7,1.3,0,1010.7,1013.4,69
405,양천,2024-05-20 02:00,18.9,248.8,1,0,1011,1013.7,68
405,양천,2024-05-20 03:00,18.7,281.5,1.3,0,1011.3,1014,70
405,양천,2024-05-20 04:00,18.6,282,1.6,0,1011.5,1014.2,69
405,양천,2024-05-20 05:00,18.5,223.3,.8,0,1011.9,1014.6,70
405,양천,2024-05-20 06:00,18.6,325.5,.5,0,1012.1,1014.8,70
405,양천,2024-05-20 07:00,19,191.2,1,0,1012.9,1015.6,68
405,양천,2024-05-20 08:00,19.5,205.8,.9,0,1013.3,1016,67
405,양천,2024-05-20 09:00,20.5,199.4,1.5,0,1013.4,1016.1,68
405,양천,2024-05-20 10:00,21.2,204.1,2,0,1013.3,1015.9,67
405,양천,2024-05-20 11:00,22.1,212.6,2,0,1012.9,1015.5,64
405,양천,2024-05-20 12:00,23,232.9,2.6,0,1012.9,1015.5,59
405,양천,2024-05-20 13:00,22.4,230.5,3,0,1012.5,1015.1,63
405,양천,2024-05-20 14:00,21.7,273.3,1.9,0,1012.3,1014.9,66
405,양천,2024-05-20 15:00,20.8,212.4,2.9,0,1012.2,1014.9,72
405,양천,2024-05-20 16:00,21.3,210.7,2.9,0,1012.1,1014.7,66
405,양천,2024-05-20 17:00,20.8,205.3,2.1,0,1012.5,1015.2,70
405,양천,2024-05-20 18:00,20.8,274.6,1.3,0,1012.8,1015.5,68
405,양천,2024-05-20 19:00,20,193.4,1.7,0,1013,1015.7,70
405,양천,2024-05-20 20:00,19.6,226,.9,0,1013.8,1016.5,72
405,양천,2024-05-20 21:00,18.4,204.1,1.5,0,1014.5,1017.2,79
405,양천,2024-05-20 22:00,17.4,197.8,2,0,1015.1,1017.8,83
405,양천,2024-05-20 23:00,17.1,195.1,1.9,0,1015.6,1018.3,85
405,양천,2024-05-21 00:00,17.1,168.9,1.3,0,1015.5,1018.2,86
405,양천,2024-05-21 01:00,17.1,151.5,1.2,0,1015.4,1018.1,86
405,양천,2024-05-21 02:00,17,34.4,.8,0,1015.3,1018,86
405,양천,2024-05-21 03:00,17,230.3,.6,0,1015.4,1018.1,87
405,양천,2024-05-21 04:00,17,0,.4,0,1015.4,1018.1,87
405,양천,2024-05-21 05:00,16.7,305.2,1.2,0,1015.8,1018.5,89
405,양천,2024-05-21 06:00,16.9,19.4,1.1,0,1016.4,1019.1,88
405,양천,2024-05-21 07:00,17.2,319.4,1.6,0,1017,1019.7,86
405,양천,2024-05-21 08:00,18.8,71.7,.7,0,1017.3,1020,79
405,양천,2024-05-21 09:00,21,94.7,.7,0,1017.3,1020,68
405,양천,2024-05-21 10:00,21.8,152.7,1.7,0,1017.3,1020,66
405,양천,2024-05-21 11:00,22.5,196.1,1.8,0,1017.1,1019.7,61
405,양천,2024-05-21 12:00,24.4,180.2,1.5,0,1016.6,1019.2,52
405,양천,2024-05-21 13:00,25.2,74.3,2.4,0,1015.9,1018.5,45
405,양천,2024-05-21 14:00,27.1,125.4,1.5,0,1015.1,1017.7,41
405,양천,2024-05-21 15:00,27.4,330.2,1.9,0,1014.6,1017.2,34
405,양천,2024-05-21 16:00,28.6,226.3,1.4,0,1013.8,1016.4,29
405,양천,2024-05-21 17:00,27.2,277,1.4,0,1013.7,1016.3,48
405,양천,2024-05-21 18:00,25.1,281.9,2.4,0,1014,1016.6,56
405,양천,2024-05-21 19:00,23.6,303,1.9,0,1014.4,1017,61
405,양천,2024-05-21 20:00,22.5,288.7,1.6,0,1014.9,1017.5,63
405,양천,2024-05-21 21:00,21.7,269,1,0,1015.9,1018.5,64
405,양천,2024-05-21 22:00,21.1,204.1,1.2,0,1016.3,1019,67
405,양천,2024-05-21 23:00,20,182.8,1.4,0,1016.2,1018.9,74
405,양천,2024-05-22 00:00,18.8,201.8,2.4,0,1016.2,1018.9,79
412,서대문,2024-05-16 01:00,6.6,341.7,1.3,0,999.6,1012.2,96
412,서대문,2024-05-16 02:00,6.3,60,.6,0,999.3,1011.9,96
412,서대문,2024-05-16 03:00,6.5,294.2,.5,0,999.3,1011.9,96
412,서대문,2024-05-16 04:00,6.7,315.8,.6,0,999.2,1011.8,96
412,서대문,2024-05-16 05:00,6.4,351.3,.9,0,998.9,1011.5,96
412,서대문,2024-05-16 06:00,6,355,.9,0,999,1011.6,96
412,서대문,2024-05-16 07:00,6.1,350.9,.7,0,999.2,1011.8,96
412,서대문,2024-05-16 08:00,8.6,355.6,.8,0,999.2,1011.7,92
412,서대문,2024-05-16 09:00,12.2,320.5,1.4,0,999.1,1011.4,73
412,서대문,2024-05-16 10:00,14.7,301.4,1,0,999,1011.2,66
412,서대문,2024-05-16 11:00,16.9,320.9,1.8,0,998.3,1010.4,50
412,서대문,2024-05-16 12:00,18.5,282.5,1.7,0,997.6,1009.5,46
412,서대문,2024-05-16 13:00,18.9,313.8,2.8,0,996.8,1008.7,39
412,서대문,2024-05-16 14:00,19.8,286,1.6,0,996.5,1008.4,41
412,서대문,2024-05-16 15:00,19.5,329.8,2.4,0,996.2,1008,39
412,서대문,2024-05-16 16:00,19.5,286,1.4,0,996.1,1007.9,35
412,서대문,2024-05-16 17:00,17.7,287.8,1.6,0,996.2,1008.2,34
412,서대문,2024-05-16 18:00,16.9,281.3,1.1,0,996.5,1008.5,35
412,서대문,2024-05-16 19:00,15.8,250.3,1.1,0,997.1,1009.2,35
412,서대문,2024-05-16 20:00,13.4,181.6,.7,0,997.8,1010,51
412,서대문,2024-05-16 21:00,12.7,0,.4,0,998.4,1010.7,62
412,서대문,2024-05-16 22:00,13.2,192.1,1.1,0,999.1,1011.3,58
412,서대문,2024-05-16 23:00,11.4,189,.6,0,999.1,1011.4,68
412,서대문,2024-05-17 00:00,11.5,179.2,.9,0,999.3,1011.6,79
412,서대문,2024-05-17 01:00,11.3,183.2,.8,0,999.8,1012.2,84
412,서대문,2024-05-17 02:00,10.6,141.5,.6,0,999.9,1012.3,89
412,서대문,2024-05-17 03:00,10.9,153.5,1.1,0,1000.2,1012.6,89
412,서대문,2024-05-17 04:00,10.8,137.2,.8,0,1000.5,1012.9,88
412,서대문,2024-05-17 05:00,11.1,101.3,1.1,0,1000.7,1013.1,87
412,서대문,2024-05-17 06:00,11.7,64,1.5,0,1001.3,1013.7,87
412,서대문,2024-05-17 07:00,12.5,87.2,2.5,0,1001.8,1014.1,83
412,서대문,2024-05-17 08:00,15.1,77.3,1.6,0,1002.1,1014.3,74
412,서대문,2024-05-17 09:00,17.2,169.2,2.2,0,1002.5,1014.6,66
412,서대문,2024-05-17 10:00,18.8,184.5,1.7,0,1002.6,1014.6,59
412,서대문,2024-05-17 11:00,20.9,219.9,1.5,0,1002.6,1014.5,52
412,서대문,2024-05-17 12:00,22.1,217.7,1.6,0,1002.3,1014.2,49
412,서대문,2024-05-17 13:00,24.6,259.4,1.3,0,1001.8,1013.5,43
412,서대문,2024-05-17 14:00,24.4,239.3,1.4,0,1001.6,1013.3,44
412,서대문,2024-05-17 15:00,23.2,238.1,1.7,0,1001.6,1013.4,50
412,서대문,2024-05-17 16:00,23.4,250.1,1.3,0,1001.6,1013.4,53
412,서대문,2024-05-17 17:00,22.7,245.2,1.6,0,1001.5,1013.3,46
412,서대문,2024-05-17 18:00,21.6,235.4,1.3,0,1001.7,1013.6,48
412,서대문,2024-05-17 19:00,20.5,215.1,.8,0,1002.2,1014.2,58
412,서대문,2024-05-17 20:00,18.2,207.6,.8,0,1002.8,1014.8,65
412,서대문,2024-05-17 21:00,17.9,187.9,1.5,0,1003.8,1015.8,60
412,서대문,2024-05-17 22:00,17,192.7,1.1,0,1004.6,1016.7,61
412,서대문,2024-05-17 23:00,16.7,174.9,.5,0,1004.8,1016.9,67
412,서대문,2024-05-18 00:00,15.9,314.7,.6,0,1004.9,1017.1,72
412,서대문,2024-05-18 01:00,15.1,0,.3,0,1004.8,1017.1,77
412,서대문,2024-05-18 02:00,15.5,160,.8,0,1005,1017.2,75
412,서대문,2024-05-18 03:00,15.4,170.9,.7,0,1004.7,1016.9,78
412,서대문,2024-05-18 04:00,16.5,0,.4,0,1005.1,1017.3,73
412,서대문,2024-05-18 05:00,16.4,104.7,1.3,0,1005.2,1017.4,76
412,서대문,2024-05-18 06:00,16.1,86.8,1.8,0,1005.6,1017.8,69
412,서대문,2024-05-18 07:00,17,71,1.5,0,1006.3,1018.4,68
412,서대문,2024-05-18 08:00,19.4,101.4,1.4,0,1006.4,1018.4,60
412,서대문,2024-05-18 09:00,21.2,173.9,1.7,0,1006.6,1018.6,59
412,서대문,2024-05-18 10:00,21.5,215.8,1.2,0,1006.5,1018.4,61
412,서대문,2024-05-18 11:00,23.2,176.3,1.9,0,1006.5,1018.3,57
412,서대문,2024-05-18 12:00,25.3,261,1.1,0,1005.6,1017.4,50
412,서대문,2024-05-18 13:00,25.7,272,1,0,1004.9,1016.7,46
412,서대문,2024-05-18 14:00,25.4,237.6,1.9,0,1004.5,1016.3,47
412,서대문,2024-05-18 15:00,26.4,245.7,1.8,0,1003.9,1015.6,47
412,서대문,2024-05-18 16:00,25.8,248.6,1.5,0,1003.5,1015.2,50
412,서대문,2024-05-18 17:00,23.7,300.9,1.4,0,1003.8,1015.6,56
412,서대문,2024-05-18 18:00,22,308.6,1.5,0,1004,1015.9,64
412,서대문,2024-05-18 19:00,20.1,307.6,1.1,0,1004.2,1016.2,71
412,서대문,2024-05-18 20:00,18.8,313.1,1.1,0,1004.9,1016.9,75
412,서대문,2024-05-18 21:00,17.8,331.7,.8,0,1005.6,1017.7,78
412,서대문,2024-05-18 22:00,17.1,0,.2,0,1005.9,1018,80
412,서대문,2024-05-18 23:00,16.6,0,.4,0,1006.1,1018.3,83
412,서대문,2024-05-19 00:00,16.1,65.5,.5,0,1005.9,1018.1,86
412,서대문,2024-05-19 01:00,15.7,0,.4,0,1005.6,1017.8,88
412,서대문,2024-05-19 02:00,15.4,0,.4,0,1005.2,1017.4,89
412,서대문,2024-05-19 03:00,15.2,0,.1,0,1004.7,1017,89
412,서대문,2024-05-19 04:00,15.4,73.9,1,0,1004.7,1016.9,89
412,서대문,2024-05-19 05:00,14.9,52.7,1.1,0,1004.7,1017,92
412,서대문,2024-05-19 06:00,15.3,54.1,1.5,0,1004.6,1016.8,91
412,서대문,2024-05-19 07:00,16.1,54.2,.6,0,1004.9,1017.1,88
412,서대문,2024-05-19 08:00,19.2,0,.4,0,1004.9,1016.9,75
412,서대문,2024-05-19 09:00,22.2,304.9,.5,0,1004.8,1016.7,68
412,서대문,2024-05-19 10:00,23.1,178.3,1.8,0,1004.4,1016.2,55
412,서대문,2024-05-19 11:00,25.6,221.9,1.2,0,1004.1,1015.9,51
412,서대문,2024-05-19 12:00,26.1,299.9,1.1,0,1003.8,1015.5,41
412,서대문,2024-05-19 13:00,26.4,312.3,1.4,0,1003.2,1014.9,33
412,서대문,2024-05-19 14:00,27.2,338.4,1.1,0,1002.3,1014,33
412,서대문,2024-05-19 15:00,27.1,258.4,1.3,0,1001.8,1013.5,43
412,서대문,2024-05-19 16:00,26,283.4,1.4,0,1002.1,1013.8,46
412,서대문,2024-05-19 17:00,24.6,324.3,2.2,0,1002,1013.7,45
412,서대문,2024-05-19 18:00,23.2,299.9,1.4,0,1001.7,1013.5,45
412,서대문,2024-05-19 19:00,21,316.8,1.1,0,1001.9,1013.8,51
412,서대문,2024-05-19 20:00,19.3,320.7,.9,0,1002.7,1014.6,57
412,서대문,2024-05-19 21:00,19.3,314.9,2.4,0,1004.1,1016.1,69
412,서대문,2024-05-19 22:00,18,296.1,.8,0,1003.8,1015.8,74
412,서대문,2024-05-19 23:00,16.3,94.2,.5,0,1003,1015.2,80
412,서대문,2024-05-20 00:00,16.2,0,.2,0,1002.3,1014.5,80
412,서대문,2024-05-20 01:00,16.6,121.4,.8,0,1001.5,1013.6,79
412,서대문,2024-05-20 02:00,15.9,44.9,.7,0,1001.8,1014,82
412,서대문,2024-05-20 03:00,16.6,317,1,0,1002,1014.1,81
412,서대문,2024-05-20 04:00,16.6,319.5,.8,0,1002.3,1014.4,80
412,서대문,2024-05-20 05:00,16.6,0,.2,0,1002.6,1014.7,81
412,서대문,2024-05-20 06:00,16.9,0,.4,0,1002.9,1015,78
412,서대문,2024-05-20 07:00,17.3,0,.3,0,1003.7,1015.8,79
412,서대문,2024-05-20 08:00,18.3,312,.6,0,1004.2,1016.2,78
412,서대문,2024-05-20 09:00,19.9,277,.9,0,1004.2,1016.2,67
412,서대문,2024-05-20 10:00,21.8,318.9,1.2,0,1004.1,1016,68
412,서대문,2024-05-20 11:00,21.8,214.8,1.8,0,1003.7,1015.6,67
412,서대문,2024-05-20 12:00,21.7,265,1.5,0,1003.8,1015.7,66
412,서대문,2024-05-20 13:00,21.8,313.6,1.3,0,1003.4,1015.3,69
412,서대문,2024-05-20 14:00,20.9,316.8,1.6,0,1003.1,1015,72
412,서대문,2024-05-20 15:00,20.6,247.3,1.2,0,1002.9,1014.9,72
412,서대문,2024-05-20 16:00,20.8,211.1,1.3,0,1003,1015,74
412,서대문,2024-05-20 17:00,20.8,298,.9,0,1003.3,1015.3,72
412,서대문,2024-05-20 18:00,20,315.1,1.2,0,1003.5,1015.5,74
412,서대문,2024-05-20 19:00,19.2,335.2,.8,0,1003.9,1015.9,75
412,서대문,2024-05-20 20:00,17.6,0,.4,0,1004.4,1016.5,85
412,서대문,2024-05-20 21:00,16.3,325.1,.5,0,1005.2,1017.4,91
412,서대문,2024-05-20 22:00,15.6,0,.1,0,1005.7,1017.9,92
412,서대문,2024-05-20 23:00,15.6,0,.3,0,1006.1,1018.3,93
412,서대문,2024-05-21 00:00,15.3,0,.1,0,1006.1,1018.4,92
412,서대문,2024-05-21 01:00,16,338.5,.6,0,1006,1018.2,91
412,서대문,2024-05-21 02:00,16.1,357.6,.6,0,1005.9,1018.1,90
412,서대문,2024-05-21 03:00,15.9,0,0,0,1006,1018.2,91
412,서대문,2024-05-21 04:00,14.7,0,.1,0,1006,1018.2,94
412,서대문,2024-05-21 05:00,14.9,0,.4,0,1006.3,1018.6,95
412,서대문,2024-05-21 06:00,15.2,345.1,.5,0,1006.9,1019.2,95
412,서대문,2024-05-21 07:00,16.3,0,.1,0,1007.6,1019.8,93
412,서대문,2024-05-21 08:00,18.3,133.5,.7,0,1007.8,1019.9,81
412,서대문,2024-05-21 09:00,21.8,211.7,1,0,1007.9,1019.8,70
412,서대문,2024-05-21 10:00,21.4,199.7,1.3,0,1008,1020,62
412,서대문,2024-05-21 11:00,23.3,190.7,1.3,0,1007.9,1019.7,56
412,서대문,2024-05-21 12:00,23.9,194.1,1.7,0,1007.4,1019.2,53
412,서대문,2024-05-21 13:00,25.1,179.9,1.9,0,1006.8,1018.6,47
412,서대문,2024-05-21 14:00,26.5,290.1,1.1,0,1006.1,1017.8,47
412,서대문,2024-05-21 15:00,26.9,189.5,2.1,0,1005.6,1017.3,37
412,서대문,2024-05-21 16:00,27.2,188.7,1.9,0,1004.9,1016.6,33
412,서대문,2024-05-21 17:00,25.8,283.1,1.4,0,1004.8,1016.6,54
412,서대문,2024-05-21 18:00,23.8,309.6,1.5,0,1005.1,1016.9,60
412,서대문,2024-05-21 19:00,22.1,324.2,1,0,1005.4,1017.3,68
412,서대문,2024-05-21 20:00,20.7,321,.9,0,1005.9,1017.9,69
412,서대문,2024-05-21 21:00,19.4,0,.4,0,1006.7,1018.7,76
412,서대문,2024-05-21 22:00,18.8,320.1,.5,0,1007,1019,79
412,서대문,2024-05-21 23:00,18.4,322.9,.6,0,1007,1019.1,79
412,서대문,2024-05-22 00:00,17.3,355.1,.5,0,1006.9,1019,84
417,금천,2024-05-16 01:00,8,334.6,2,.5,1006.3,1011.8,86
417,금천,2024-05-16 02:00,8.4,13.4,1.2,0,1006.2,1011.7,81
417,금천,2024-05-16 03:00,8.4,347.8,.9,0,1006.1,1011.6,83
417,금천,2024-05-16 04:00,8.3,272.6,1.4,0,1006,1011.5,84
417,금천,2024-05-16 05:00,8.4,262.2,1,0,1005.8,1011.3,79
417,금천,2024-05-16 06:00,8.6,216.7,.7,0,1005.8,1011.3,80
417,금천,2024-05-16 07:00,10,291.9,1.4,0,1005.9,1011.4,73
417,금천,2024-05-16 08:00,11,353.9,2.4,0,1005.8,1011.2,66
417,금천,2024-05-16 09:00,14.1,285.1,1.4,0,1005.9,1011.2,56
417,금천,2024-05-16 10:00,15.5,284.1,2.3,0,1005.6,1010.9,47
417,금천,2024-05-16 11:00,17.3,321.3,2.8,0,1004.9,1010.2,38
417,금천,2024-05-16 12:00,18.4,323.5,2.6,0,1004.4,1009.6,30
417,금천,2024-05-16 13:00,18.5,218,3.1,0,1003.7,1008.9,34
417,금천,2024-05-16 14:00,18.4,223.3,3,0,1003.2,1008.4,33
417,금천,2024-05-16 15:00,18.8,208.8,4.1,0,1003,1008.2,32
417,금천,2024-05-16 16:00,19,212.6,2.6,0,1002.8,1008,30
417,금천,2024-05-16 17:00,18.3,209.9,2.8,0,1002.9,1008.1,32
417,금천,2024-05-16 18:00,18.1,219.8,2.5,0,1003.2,1008.4,28
417,금천,2024-05-16 19:00,16.6,214.9,2.4,0,1003.7,1009,43
417,금천,2024-05-16 20:00,15.9,213.8,1.7,0,1004.5,1009.8,48
417,금천,2024-05-16 21:00,15.4,210.4,2,0,1005,1010.3,51
417,금천,2024-05-16 22:00,14.6,197.4,2.6,0,1005.7,1011,60
417,금천,2024-05-16 23:00,14.1,199,2.3,0,1005.7,1011,67
417,금천,2024-05-17 00:00,13.5,202.4,2.5,0,1005.9,1011.3,73
417,금천,2024-05-17 01:00,13.2,184,1.7,0,1006.3,1011.7,77
417,금천,2024-05-17 02:00,12.8,180.9,1.7,0,1006.6,1012,81
417,금천,2024-05-17 03:00,12.5,187.6,1.6,0,1006.8,1012.2,83
417,금천,2024-05-17 04:00,12.4,197.1,1.5,0,1007.1,1012.5,84
417,금천,2024-05-17 05:00,12.8,202.5,2,0,1007.3,1012.7,84
417,금천,2024-05-17 06:00,13.3,191.6,1.6,0,1007.8,1013.2,86
417,금천,2024-05-17 07:00,15.1,191.6,2,0,1008.3,1013.7,75
417,금천,2024-05-17 08:00,16.8,181.1,2.1,0,1008.7,1014,68
417,금천,2024-05-17 09:00,17.3,183.8,2.5,0,1009.1,1014.4,65
417,금천,2024-05-17 10:00,19.8,167.6,3.6,0,1008.9,1014.1,55
417,금천,2024-05-17 11:00,21.6,175.6,2.5,0,1008.9,1014.1,49
417,금천,2024-05-17 12:00,23,186.9,2.9,0,1008.6,1013.8,44
417,금천,2024-05-17 13:00,24.4,208,2.5,0,1008.3,1013.4,41
417,금천,2024-05-17 14:00,23.9,230,3,0,1008,1013.1,46
417,금천,2024-05-17 15:00,24,230.8,2.7,0,1008.2,1013.3,50
417,금천,2024-05-17 16:00,23.5,228.6,2.3,0,1008,1013.2,50
417,금천,2024-05-17 17:00,23.1,223.6,2.9,0,1008,1013.2,48
417,금천,2024-05-17 18:00,22.9,200,2.2,0,1008.1,1013.3,46
417,금천,2024-05-17 19:00,21.5,230.9,1.7,0,1008.7,1013.9,52
417,금천,2024-05-17 20:00,20.2,242.5,2.1,0,1009.3,1014.6,52
417,금천,2024-05-17 21:00,19.5,224.3,1.3,0,1010.2,1015.4,54
417,금천,2024-05-17 22:00,18.9,196.3,2.2,0,1011.1,1016.4,56
417,금천,2024-05-17 23:00,18.4,207.9,1.8,0,1011.2,1016.5,61
417,금천,2024-05-18 00:00,18,207.7,.6,0,1011.3,1016.6,63
417,금천,2024-05-18 01:00,17.4,194.3,.8,0,1011.3,1016.6,66
417,금천,2024-05-18 02:00,16.6,0,.4,0,1011.4,1016.7,69
417,금천,2024-05-18 03:00,16,199.9,.7,0,1011.2,1016.5,72
417,금천,2024-05-18 04:00,16.2,0,0,0,1011.6,1016.9,72
417,금천,2024-05-18 05:00,15.9,0,.4,0,1011.8,1017.2,75
417,금천,2024-05-18 06:00,16.3,0,.3,0,1012.1,1017.4,76
417,금천,2024-05-18 07:00,18.2,0,.3,0,1012.9,1018.2,68
417,금천,2024-05-18 08:00,20.3,182,1.6,0,1012.9,1018.2,62
417,금천,2024-05-18 09:00,21.8,175.5,2.8,0,1012.9,1018.1,60
417,금천,2024-05-18 10:00,21.6,251.3,2,0,1013,1018.2,60
417,금천,2024-05-18 11:00,23.2,236.2,2.2,0,1012.9,1018.1,54
417,금천,2024-05-18 12:00,24,190.6,2.7,0,1012.1,1017.3,50
417,금천,2024-05-18 13:00,24.8,192.4,2.1,0,1011.5,1016.6,48
417,금천,2024-05-18 14:00,25,239.3,2.2,0,1011,1016.2,49
417,금천,2024-05-18 15:00,25.8,225.6,3,0,1010.4,1015.5,49
417,금천,2024-05-18 16:00,25.8,226.3,2,0,1010.1,1015.2,48
417,금천,2024-05-18 17:00,24.5,226,3,0,1010.2,1015.3,54
417,금천,2024-05-18 18:00,23.3,211.5,2.3,0,1010.5,1015.7,58
417,금천,2024-05-18 19:00,21.7,255.4,1.8,0,1010.7,1015.9,62
417,금천,2024-05-18 20:00,21,208.6,2,0,1011.3,1016.5,64
417,금천,2024-05-18 21:00,20.3,214.2,1.1,0,1012.1,1017.4,67
417,금천,2024-05-18 22:00,20.1,194.6,1.1,0,1012.3,1017.6,68
417,금천,2024-05-18 23:00,19.4,197.5,.8,0,1012.5,1017.7,72
417,금천,2024-05-19 00:00,18.8,195.3,.8,0,1012.3,1017.6,74
417,금천,2024-05-19 01:00,18.4,204,1,0,1012,1017.3,76
417,금천,2024-05-19 02:00,17.9,0,.4,0,1011.6,1016.9,79
417,금천,2024-05-19 03:00,17.5,213.4,1.1,0,1011.2,1016.5,81
417,금천,2024-05-19 04:00,17,207.7,.6,0,1011.2,1016.5,83
417,금천,2024-05-19 05:00,17,0,.4,0,1011.2,1016.5,83
417,금천,2024-05-19 06:00,17,198.7,.9,0,1011.1,1016.4,83
417,금천,2024-05-19 07:00,18.6,62,1.3,0,1011.4,1016.7,77
417,금천,2024-05-19 08:00,20.3,78.9,1.1,0,1011.4,1016.7,68
417,금천,2024-05-19 09:00,21.8,68.6,1.1,0,1011.2,1016.4,61
417,금천,2024-05-19 10:00,23,250.3,.7,0,1010.9,1016.1,54
417,금천,2024-05-19 11:00,24.4,305.7,2.1,0,1010.6,1015.7,47
417,금천,2024-05-19 12:00,25.2,280.1,1.9,0,1010.2,1015.4,40
417,금천,2024-05-19 13:00,27.4,95.6,1.6,0,1009.5,1014.6,36
417,금천,2024-05-19 14:00,27.3,214.4,2.9,0,1008.7,1013.8,43
417,금천,2024-05-19 15:00,26.9,222.3,2.8,0,1008.4,1013.5,37
417,금천,2024-05-19 16:00,26.7,240.9,3,0,1008.5,1013.6,32
417,금천,2024-05-19 17:00,26.5,252.7,2.6,0,1008.5,1013.6,22
417,금천,2024-05-19 18:00,25.2,231.4,2.2,0,1008.1,1013.3,30
417,금천,2024-05-19 19:00,23.6,208.3,2.4,0,1008.3,1013.4,39
417,금천,2024-05-19 20:00,22.2,196.9,2,0,1009.1,1014.3,48
417,금천,2024-05-19 21:00,21.1,261.5,2.4,0,1010.7,1015.9,58
417,금천,2024-05-19 22:00,20,276.3,.7,0,1010.3,1015.6,65
417,금천,2024-05-19 23:00,19.5,182.1,1.8,0,1009.4,1014.6,67
417,금천,2024-05-20 00:00,19,204.4,1.8,0,1008.7,1013.9,69
417,금천,2024-05-20 01:00,18.3,198.8,1.5,0,1008,1013.3,72
417,금천,2024-05-20 02:00,18.2,259.8,.9,0,1008.1,1013.4,73
417,금천,2024-05-20 03:00,18,208.9,1.6,0,1008.6,1013.9,73
417,금천,2024-05-20 04:00,18,200.6,1.1,0,1008.8,1014.1,74
417,금천,2024-05-20 05:00,18.1,207.6,1.3,0,1009.2,1014.5,74
417,금천,2024-05-20 06:00,18.1,203.4,.9,0,1009.4,1014.7,74
417,금천,2024-05-20 07:00,18.5,198.9,1.3,0,1010.3,1015.6,71
417,금천,2024-05-20 08:00,19.2,184.1,1.6,0,1010.7,1015.9,69
417,금천,2024-05-20 09:00,20.7,200.9,1.7,0,1010.8,1016,66
417,금천,2024-05-20 10:00,21.6,207.3,2,0,1010.8,1016,67
417,금천,2024-05-20 11:00,21.9,225.9,2.5,0,1010.4,1015.6,66
